ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
1578,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Europe and North America,Spain,"Lat: 28.04438889, Lon: -15.66119444",2019,0,,,Cultural,9425,es,esp,"Located in a vast mountainous area in the centre of Gran Canaria, Risco Caído comprises cliffs, ravines and volcanic formations in a landscape of rich biodiversity. The landscape includes a large number of troglodyte settlements — habitats, granaries and cisterns — whose age is proof of the presence of a pre-Hispanic culture on the island, which has evolved in isolation, from the arrival of North African Berbers, around the beginning of our era, until the first Spanish settlers in the 15<sup>th</sup> century. The troglodyte complex also includes cult cavities and two sacred temples, or <em>almogarenes </em>— Risco Caído and Roque Bentayga — where seasonal ceremonies were held. These temples are thought to be linked to a possible cult of the stars and “Mother Earth.”"
200,Sacred City of Anuradhapura,Asia and the Pacific,Sri Lanka,"Lat: 8.333333333, Lon: 80.38333333",1982,0,,,Cultural,0,lk,lka," This sacred city was established around a cutting from the 'tree of enlightenment', the Buddha's fig tree, brought there in the 3rd century B.C. by Sanghamitta, the founder of an order of Buddhist nuns. Anuradhapura, a Ceylonese political and religious capital that flourished for 1,300 years, was abandoned after an invasion in 993. Hidden away in dense jungle for many years, the splendid site, with its palaces, monasteries and monuments, is now accessible once again. "
201,Ancient City of Polonnaruwa,Asia and the Pacific,Sri Lanka,"Lat: 7.915833333, Lon: 81.00055556",1982,0,,,Cultural,0,lk,lka," Polonnaruwa was the second capital of Sri Lanka after the destruction of Anuradhapura in 993. It comprises, besides the Brahmanic monuments built by the Cholas, the monumental ruins of the fabulous garden-city created by Parakramabahu I in the 12th century. "
202,Ancient City of Sigiriya,Asia and the Pacific,Sri Lanka,"Lat: 7.95, Lon: 80.75",1982,0,,,Cultural,0,lk,lka," The ruins of the capital built by the parricidal King Kassapa I (477&ndash;95) lie on the steep slopes and at the summit of a granite peak standing some 180m high (the 'Lion's Rock', which dominates the jungle from all sides). A series of galleries and staircases emerging from the mouth of a gigantic lion constructed of bricks and plaster provide access to the site. "
405,Sinharaja Forest Reserve,Asia and the Pacific,Sri Lanka,"Lat: 6.416666667, Lon: 80.5",1988,0,,,Natural,8864,lk,lka," Located in south-west Sri Lanka, Sinharaja is the country's last viable area of primary tropical rainforest. More than 60% of the trees are endemic and many of them are considered rare. There is much endemic wildlife, especially birds, but the reserve is also home to over 50% of Sri Lanka's endemic species of mammals and butterflies, as well as many kinds of insects, reptiles and rare amphibians. "
450,Sacred City of Kandy,Asia and the Pacific,Sri Lanka,"Lat: 7.293611111, Lon: 80.64027778",1988,0,,,Cultural,0,lk,lka," This sacred Buddhist site, popularly known as the city of Senkadagalapura, was the last capital of the Sinhala kings whose patronage enabled the Dinahala culture to flourish for more than 2,500 years until the occupation of Sri Lanka by the British in 1815. It is also the site of the Temple of the Tooth Relic (the sacred tooth of the Buddha), which is a famous pilgrimage site. "
451,Old Town of Galle and its Fortifications,Asia and the Pacific,Sri Lanka,"Lat: 6.021388889, Lon: 80.21861111",1988,0,,,Cultural,0,lk,lka," Founded in the 16th century by the Portuguese, Galle reached the height of its development in the 18th century, before the arrival of the British. It is the best example of a fortified city built by Europeans in South and South-East Asia, showing the interaction between European architectural styles and South Asian traditions. "
561,Golden Temple of Dambulla,Asia and the Pacific,Sri Lanka,"Lat: 7.856666667, Lon: 80.64916667",1991,0,,,Cultural,0,lk,lka," A sacred pilgrimage site for 22 centuries, this cave monastery, with its five sanctuaries, is the largest, best-preserved cave-temple complex in Sri Lanka. The Buddhist mural paintings (covering an area of 2,100 m<sup>2</sup> ) are of particular importance, as are the 157 statues. "
1203,Central Highlands of Sri Lanka,Asia and the Pacific,Sri Lanka,"Lat: 7.45245, Lon: 80.8021",2010,0,,,Natural,56844,lk,lka," Sri Lanka's highlands are situated in the south-central part of the island. The property comprises the Peak Wilderness Protected Area, the Horton Plains National Park and the Knuckles Conservation Forest. These montane forests, where the land rises to 2,500 metres above sea-level, are home to an extraordinary range of flora and fauna, including several endangered species such as the western-purple-faced langur, the Horton Plains slender loris and the Sri Lankan leopard. The region is considered a super biodiversity hotspot. "
262,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Arab States,Sudan,"Lat: 19.73611111, Lon: 37.44305556",2016,0,,,Natural,260700,sd,sdn," The property consists of two separate areas: Sanganeb is an isolated, coral reef structure in the central Red Sea and the only atoll, 25 km off the shoreline of Sudan. The second component of the property is made up of Dungonab Bay and Mukkawar Island, situated 125 km north of Port Sudan. It includes a highly diverse system of coral reefs, mangroves, seagrass beds, beaches and islets. The site provides a habitat for populations of seabirds, marine mammals, fish, sharks, turtles and manta rays. Dungonab Bay also has a globally significant population of dugongs.  "
1073,Gebel Barkal and the Sites of the Napatan Region,Arab States,Sudan,"Lat: 18.537, Lon: 31.82802778",2003,0,,,Cultural,182.5,sd,sdn," These five archaeological sites, stretching over more than 60 km in the Nile valley, are testimony to the Napatan (900 to 270 BC) and Meroitic (270 BC to 350 AD) cultures, of the second kingdom of Kush. Tombs, with and without pyramids, temples, living complexes and palaces, are to be found on the site. Since Antiquity, the hill of Gebel Barkal has been strongly associated with religious traditions and folklore. The largest temples are still considered by the local people as sacred places. "
1336,Archaeological Sites of the Island of Meroe,Arab States,Sudan,"Lat: 16.93333333, Lon: 33.71666667",2011,0,,,Cultural,2357.36,sd,sdn," The Archaeological Sites of the Island of Meroe, a semi-desert landscape between the Nile and Atbara rivers, was the heartland of the Kingdom of Kush, a major power from the 8th century B.C. to the 4th century A.D. The property consists of the royal city of the Kushite kings at Meroe, near the River Nile, the nearby religious site of Naqa and Musawwarat es Sufra. It was the seat of the rulers who occupied Egypt for close to a century and features, among other vestiges, pyramids, temples and domestic buildings as well as major installations connected to water management. Their vast empire extended from the Mediterranean to the heart of Africa, and the property testifies to the exchange between the art, architectures, religions and languages of both regions. "
940,Historic Inner City of Paramaribo,Latin America and the Caribbean,Suriname,"Lat: 5.82611, Lon: -55.15",2002,0,,,Cultural,30,sr,sur, Paramaribo is a former Dutch colonial town from the 17th and 18th centuries planted on the northern coast of tropical South America. The original and highly characteristic street plan of the historic centre remains intact. Its buildings illustrate the gradual fusion of Dutch architectural influence with traditional local techniques and materials. 
1017,Central Suriname Nature Reserve,Latin America and the Caribbean,Suriname,"Lat: 4.0, Lon: -56.5",2000,0,,,Natural,1600000,sr,sur," The Central Suriname Nature Reserve comprises 1.6 million ha of primary tropical forest of west-central Suriname. It protects the upper watershed of the Coppename River and the headwaters of the Lucie, Oost, Zuid, Saramaccz, and Gran Rio rivers and covers a range of topography and ecosystems of notable conservation value due to its pristine state. Its montane and lowland forests contain a high diversity of plant life with more than 5,000 vascular plant species collected to date. The Reserve's animals are typical of the region and include the jaguar, giant armadillo, giant river otter, tapir, sloths, eight species of primates and 400 bird species such as harpy eagle, Guiana cock-of-the-rock, and scarlet macaw. "
555,Birka and Hovgården,Europe and North America,Sweden,"Lat: 59.33514, Lon: 17.54264",1993,0,,,Cultural,0,se,swe," The Birka archaeological site is located on Björkö Island in Lake Mälar and was occupied in the 9th and 10th centuries. Hovgården is situated on the neighbouring island of Adelsö. Together, they make up an archaeological complex which illustrates the elaborate trading networks of Viking-Age Europe and their influence on the subsequent history of Scandinavia. Birka was also important as the site of the first Christian congregation in Sweden, founded in 831 by St Ansgar. "
556,Engelsberg Ironworks,Europe and North America,Sweden,"Lat: 59.96667, Lon: 16.00833",1993,0,,,Cultural,9.596,se,swe, Sweden's production of superior grades of iron made it a leader in this field in the 17th and 18th centuries. This site is the best-preserved and most complete example of this type of Swedish ironworks. 
557,Rock Carvings in Tanum,Europe and North America,Sweden,"Lat: 58.70111, Lon: 11.34111",1994,0,,,Cultural,4137.609,se,swe," The rock carvings in Tanum, in the north of Bohuslän, are a unique artistic achievement not only for their rich and varied motifs (depictions of humans and animals, weapons, boats and other subjects) but also for their cultural and chronological unity. They reveal the life and beliefs of people in Europe during the Bronze Age and are remarkable for their large numbers and outstanding quality. "
558,Skogskyrkogården,Europe and North America,Sweden,"Lat: 59.27556, Lon: 18.09944",1994,0,,,Cultural,108.08,se,swe," This Stockholm cemetery was created between 1917 and 1920 by two young architects, Asplund and Lewerentz, on the site of former gravel pits overgrown with pine trees. The design blends vegetation and architectural elements, taking advantage of irregularities in the site to create a landscape that is finely adapted to its function. It has had a profound influence in many countries of the world. "
559,Royal Domain of Drottningholm,Europe and North America,Sweden,"Lat: 59.32306, Lon: 17.88333",1991,0,,,Cultural,162.429,se,swe," The Royal Domain of Drottningholm stands on an island in Lake Mälar in a suburb of Stockholm. With its castle, perfectly preserved theatre (built in 1766), Chinese pavilion and gardens, it is the finest example of an 18th-century north European royal residence inspired by the Palace of Versailles. "
731,Hanseatic Town of Visby,Europe and North America,Sweden,"Lat: 57.64167, Lon: 18.29583",1995,0,,,Cultural,0,se,swe," A former Viking site on the island of Gotland, Visby was the main centre of the Hanseatic League in the Baltic from the 12th to the 14th century. Its 13th-century ramparts and more than 200 warehouses and wealthy merchants' dwellings from the same period make it the best-preserved fortified commercial city in northern Europe. "
762,"Church Town of Gammelstad, Luleå ",Europe and North America,Sweden,"Lat: 65.64611, Lon: 22.02861",1996,0,,,Cultural,16.402,se,swe," Gammelstad, at the head of the Gulf of Bothnia, is the best-preserved example of a 'church village', a unique kind of village formerly found throughout northern Scandinavia. The 424 wooden houses, huddled round the early 15th-century stone church, were used only on Sundays and at religious festivals to house worshippers from the surrounding countryside who could not return home the same day because of the distance and difficult travelling conditions. "
774,Laponian Area,Europe and North America,Sweden,"Lat: 67.33333, Lon: 17.58333",1996,0,,,Mixed,940900,se,swe," The Arctic Circle region of northern Sweden is the home of the Saami people. It is the largest area in the world (and one of the last) with an ancestral way of life based on the seasonal movement of livestock. Every summer, the Saami lead their huge herds of reindeer towards the mountains through a natural landscape hitherto preserved, but now threatened by the advent of motor vehicles. Historical and ongoing geological processes can be seen in the glacial moraines and changing water courses. "
871,Naval Port of Karlskrona,Europe and North America,Sweden,"Lat: 56.16667, Lon: 15.58333",1998,0,,,Cultural,320.417,se,swe," Karlskrona is an outstanding example of a late-17th-century European planned naval city. The original plan and many of the buildings have survived intact, along with installations that illustrate its subsequent development up to the present day. "
968,Agricultural Landscape of Southern Öland,Europe and North America,Sweden,"Lat: 56.325, Lon: 16.48333",2000,0,,,Cultural,56323,se,swe," The southern part of the island of Öland in the Baltic Sea is dominated by a vast limestone plateau. Human beings have lived here for some five thousand years and adapted their way of life to the physical constraints of the island. As a consequence, the landscape is unique, with abundant evidence of continuous human settlement from prehistoric times to the present day. "
1027,Mining Area of the Great Copper Mountain in Falun,Europe and North America,Sweden,"Lat: 60.60472, Lon: 15.63083",2001,0,,,Cultural,42.82,se,swe," The enormous mining excavation known as the Great Pit at Falun is the most striking feature of a landscape that illustrates the activity of copper production in this region since at least the 13th century. The 17th-century planned town of Falun with its many fine historic buildings, together with the industrial and domestic remains of a number of settlements spread over a wide area of the Dalarna region, provide a vivid picture of what was for centuries one of the world's most important mining areas. "
1134,"Grimeton Radio Station, Varberg",Europe and North America,Sweden,"Lat: 57.1, Lon: 12.38333333",2004,0,,,Cultural,109.09,se,swe," The Varberg Radio Station at Grimeton in southern Sweden (built 1922–24) is an exceptionally well-preserved monument to early wireless transatlantic communication. It consists of the transmitter equipment, including the aerial system of six 127-m high steel towers. Although no longer in regular use, the equipment has been maintained in operating condition. The 109.9-ha site comprises buildings housing the original Alexanderson transmitter, including the towers with their antennae, short-wave transmitters with their antennae, and a residential area with staff housing. The architect Carl Åkerblad designed the main buildings in the neoclassical style and the structural engineer Henrik Kreüger was responsible for the antenna towers, the tallest built structures in Sweden at that time. The site is an outstanding example of the development of telecommunications and is the only surviving example of a major transmitting station based on pre-electronic technology. "
1282,Decorated Farmhouses of Hälsingland,Europe and North America,Sweden,"Lat: 61.70722222, Lon: 16.19583333",2012,0,,,Cultural,14.84,se,swe," Seven timber houses are listed in this site located in the east of Sweden, representing the zenith of a regional timber building tradition that dates back to the Middle Ages. They reflect the prosperity of independent farmers who in the 19th century used their wealth to build substantial new homes with elaborately decorated ancillary houses or suites of rooms reserved for festivities. The paintings represent a fusion of folk art with the styles favoured by the landed gentry of the time, including Baroque and Rococo. Decorated by painters, including known and unknown itinerant artists, the listed properties represent the final flowering of a long cultural tradition. "
267,Old City of Berne,Europe and North America,Switzerland,"Lat: 46.94806, Lon: 7.45028",1983,0,,,Cultural,84.684,ch,che," Founded in the 12th century on a hill site surrounded by the Aare River, Berne developed over the centuries in line with a an exceptionally coherent planning concept. The buildings in the Old City, dating from a variety of periods, include 15th-century arcades and 16th-century fountains. Most of the medieval town was restored in the 18th century but it has retained its original character. "
268,Abbey of St Gall,Europe and North America,Switzerland,"Lat: 47.42333, Lon: 9.37778",1983,0,,,Cultural,0,ch,che," The Convent of St Gall, a perfect example of a great Carolingian monastery, was, from the 8th century to its secularization in 1805, one of the most important in Europe. Its library is one of the richest and oldest in the world and contains precious manuscripts such as the earliest-known architectural plan drawn on parchment. From 1755 to 1768, the conventual area was rebuilt in Baroque style. The cathedral and the library are the main features of this remarkable architectural complex, reflecting 12 centuries of continuous activity. "
269,Benedictine Convent of St John at Müstair,Europe and North America,Switzerland,"Lat: 46.62945, Lon: 10.44765",1983,0,,,Cultural,2.036,ch,che," The Convent of Müstair, which stands in a valley in the Grisons, is a good example of Christian monastic renovation during the Carolingian period. It has Switzerland's greatest series of figurative murals, painted c. A.D. 800, along with Romanesque frescoes and stuccoes. "
884,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Europe and North America,Switzerland,"Lat: 46.19314, Lon: 9.02242",2000,0,,,Cultural,5,ch,che," The Bellinzona site consists of a group of fortifications grouped around the castle of Castelgrande, which stands on a rocky peak looking out over the entire Ticino valley. Running from the castle, a series of fortified walls protect the ancient town and block the passage through the valley. A second castle (Montebello) forms an integral part of the fortifications, while a third but separate castle (Sasso Corbaro) was built on an isolated rocky promontory south-east of the other fortifications. "
1037,Swiss Alps Jungfrau-Aletsch,Europe and North America,Switzerland,"Lat: 46.5, Lon: 8.033333333",2001,0,,,Natural,82400,ch,che," The extension of the natural World Heritage property of Jungfrau - Aletsch - Bietschhorn (first inscribed in 2001), expands the site to the east and west, bringing its surface area up to 82,400 ha., up from 53,900. The site provides an outstanding example of the formation of the High Alps, including the most glaciated part of the mountain range and the largest glacier in Eurasia. It features a wide diversity of ecosystems, including successional stages due particularly to the retreat of glaciers resulting from climate change. The site is of outstanding universal value both for its beauty and for the wealth of information it contains about the formation of mountains and glaciers, as well as ongoing climate change. It is also invaluable in terms of the ecological and biological processes it illustrates, notably through plan succession. Its impressive landscape has played an important role in European art, literature, mountaineering and alpine tourism. "
1179,Swiss Tectonic Arena Sardona,Europe and North America,Switzerland,"Lat: 46.91666667, Lon: 9.25",2008,0,,,Natural,32850,ch,che," The<strong> </strong>Swiss Tectonic Arena Sardona in the north-eastern part of the country covers a mountainous area of 32,850 ha which features seven peaks that rise above 3,000 m. The area displays an exceptional example of mountain building through continental collision and features <em>.</em>excellent geological sections through tectonic thrust, i.e. the process whereby older, deeper rocks are carried onto younger, shallower rocks. The site is distinguished by the clear three-dimensional exposure of the structures and processes that characterize this phenomenon and has been a key site for the geological sciences since the 18<sup>th</sup> century. The Glarus Alps are glaciated mountains rising dramatically above narrow river valleys and are the site of the largest post-glacial landslide in the Central Alpine region. "
1243,"Lavaux, Vineyard Terraces",Europe and North America,Switzerland,"Lat: 46.49194444, Lon: 6.746111111",2007,0,,,Cultural,898,ch,che," The Lavaux Vineyard Terraces, stretching for about 30 km along the south-facing northern shores of Lake Geneva from the Chateau de Chillon to the eastern outskirts of Lausanne in the Vaud region, cover the lower slopes of the mountainside between the villages and the lake. Although there is some evidence that vines were grown in the area in Roman times, the present vine terraces can be traced back to the 11th century, when Benedictine and Cistercian monasteries controlled the area. It is an outstanding example of a centuries-long interaction between people and their environment, developed to optimize local resources so as to produce a highly valued wine that has always been important to the economy. "
1302,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",Europe and North America,Switzerland,"Lat: 47.10388889, Lon: 6.832777778",2009,0,,,Cultural,283.9,ch,che," The site of La Chaux-de-Fonds / Le Locle watchmaking town-planning consists of two towns situated close to one another in a remote environment in the Swiss Jura mountains, on land ill-suited to farming. Their planning and buildings reflect watchmakers&rsquo; need of rational organization. Planned in the early 19th century, after extensive fires, the towns owed their existence to this single industry. Their layout along an open-ended scheme of parallel strips on which residential housing and workshops are intermingled reflects the needs of the local watchmaking culture that dates to the 17th century and is still alive today. The site presents outstanding examples of mono-industrial manufacturing-towns which are well preserved and still active. The urban planning of both towns has accommodated the transition from the artisanal production of a cottage industry to the more concentrated factory production of the late 19th and 20th centuries. The town of La Chaux-de-Fonds was described by Karl Marx as a &ldquo;huge factory-town&rdquo; in Das Kapital where he analyzed the division of labour in the watchmaking industry of the Jura. "
20,Ancient City of Damascus,Arab States,Syrian Arab Republic,"Lat: 33.51139, Lon: 36.30639",1979,1,2013,,Cultural,86.12,sy,syr," Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history – one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the site of an Assyrian sanctuary. "
21,Ancient City of Aleppo,Arab States,Syrian Arab Republic,"Lat: 36.19916667, Lon: 37.16277778",1986,1,2013,,Cultural,364,sy,syr," Located at the crossroads of several trade routes from the 2nd millennium B.C., Aleppo was ruled successively by the Hittites, Assyrians, Arabs, Mongols, Mamelukes and Ottomans. The 13th-century citadel, 12th-century Great Mosque and various 17th-century madrasas, palaces, caravanserais and hammams all form part of the city's cohesive, unique urban fabric, now threatened by overpopulation. "
22,Ancient City of Bosra,Arab States,Syrian Arab Republic,"Lat: 32.51806, Lon: 36.48167",1980,1,2013,,Cultural,116.2,sy,syr," Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls. "
23,Site of Palmyra,Arab States,Syrian Arab Republic,"Lat: 34.55417, Lon: 38.26667",1980,1,2013,,Cultural,1640,sy,syr," An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions and Persian influences. "
1229,Crac des Chevaliers and Qal’at Salah El-Din,Arab States,Syrian Arab Republic,"Lat: 34.78166667, Lon: 36.26305556",2006,1,2013,,Cultural,8.87,sy,syr," These two castles represent the most significant examples illustrating the exchange of influences and documenting the evolution of fortified architecture in the Near East during the time of the Crusades (11th - 13th centuries). The Crac des Chevaliers was built by the Hospitaller Order of Saint John of Jerusalem from 1142 to 1271. With further construction by the Mamluks in the late 13th century, it ranks among the best-preserved examples of the Crusader castles. The Qal&rsquo;at Salah El-Din (Fortress of Saladin), even though partly in ruins, represents an outstanding example of this type of fortification, both in terms of the quality of construction and the survival of historical stratigraphy. It retains features from its Byzantine beginnings in the 10th century, the Frankish transformations in the late 12th century and fortifications added by the Ayyubid dynasty (late 12th to mid-13th century). "
1348,Ancient Villages of Northern Syria,Arab States,Syrian Arab Republic,"Lat: 36.33416667, Lon: 36.84416667",2011,1,2013,,Cultural,12290,sy,syr," Some 40 villages grouped in eight parks situated in north-western Syria provide remarkable testimony to rural life in late Antiquity and during the Byzantine period. Abandoned in the 8th to 10th centuries, the villages, which date from the 1st to 7th centuries, feature a remarkably well preserved landscape and the architectural remains of dwellings, pagan temples, churches, cisterns, bathhouses etc. The relict cultural landscape of the villages also constitutes an important illustration of the transition from the ancient pagan world of the Roman Empire to Byzantine Christianity. Vestiges illustrating hydraulic techniques, protective walls and Roman agricultural plot plans furthermore offer testimony to the inhabitants' mastery of agricultural production. "
1141,Proto-urban Site of Sarazm,Asia and the Pacific,Tajikistan,"Lat: 39.50777778, Lon: 67.46027778",2010,0,,,Cultural,15.93,tj,tjk," Sarazm, which means &ldquo;where the land begins&rdquo;, is an archaeological site bearing testimony to the development of human settlements in Central Asia, from the 4th millennium BCE to the end of the 3rd millennium BCE. The ruins demonstrate the early development of proto-urbanization in this region. This centre of settlement, one of the oldest in Central Asia, is situated between a mountainous region suitable for cattle rearing by nomadic pastoralists, and a large valley conducive to the development of agriculture and irrigation by the first settled populations in the region. Sarazm also demonstrates the existence of commercial and cultural exchanges and trade relations with peoples over an extensive geographical area, extending from the steppes of Central Asia and Turkmenistan, to the Iranian plateau, the Indus valley and as far as the Indian Ocean. "
1252,Tajik National Park (Mountains of the Pamirs),Asia and the Pacific,Tajikistan,"Lat: 38.765, Lon: 72.30527778",2013,0,,,Natural,2611674,tj,tjk," Tajikistan National Park&nbsp;covers more than 2.5 million hectares in the east of the country, at the centre of the so-called &ldquo;Pamir Knot&rdquo;, a meeting point of the highest mountain ranges on the Eurasian continent. It consists of high plateaux in the east and, to the west, rugged peaks, some of them over 7,000 meters high, and features extreme seasonal variations of temperature. The longest valley glacier outside the Polar region is located among the 1,085 glaciers inventoried in the site, which also numbers 170 rivers and more than 400 lakes. Rich flora species of both the south-western and central Asian floristic regions grow in the Park which shelters nationally rare and threatened birds and mammals (Marco Polo Argali sheep, Snow Leopards and Siberian Ibex and more). Subject to frequent strong earthquakes, the Park is sparsely inhabited, and virtually unaffected by agriculture and permanent human settlements. It offers a unique opportunity for the study of plate tectonics and subduction phenomena. "
574,Historic Town of Sukhothai and Associated Historic Towns,Asia and the Pacific,Thailand,"Lat: 17.00722, Lon: 99.78972",1991,0,,,Cultural,11852,th,tha," Sukhothai was the capital of the first Kingdom of Siam in the 13th and 14th centuries. It has a number of fine monuments, illustrating the beginnings of Thai architecture. The great civilization which evolved in the Kingdom of Sukhothai absorbed numerous influences and ancient local traditions; the rapid assimilation of all these elements forged what is known as the 'Sukhothai style'. "
575,Ban Chiang Archaeological Site,Asia and the Pacific,Thailand,"Lat: 17.54861, Lon: 103.35833",1992,0,,,Cultural,30,th,tha," Ban Chiang is considered the most important prehistoric settlement so far discovered in South-East Asia. It marks an important stage in human cultural, social and technological evolution. The site presents the earliest evidence of farming in the region and of the manufacture and use of metals. "
576,Historic City of Ayutthaya,Asia and the Pacific,Thailand,"Lat: 14.34778, Lon: 100.56056",1991,0,,,Cultural,289,th,tha," Founded c. 1350, Ayutthaya became the second Siamese capital after Sukhothai. It was destroyed by the Burmese in the 18th century. Its remains, characterized by the prang (reliquary towers) and gigantic monasteries, give an idea of its past splendour. "
590,Dong Phayayen-Khao Yai Forest Complex,Asia and the Pacific,Thailand,"Lat: 14.33, Lon: 102.05",2005,0,,,Natural,615500,th,tha," The Dong Phayayen-Khao Yai Forest Complex spans 230 km between Ta Phraya National Park on the Cambodian border in the east, and Khao Yai National Park in the west. The site is home to more than 800 species of fauna, including 112 mammal species (among them two species of gibbon), 392 bird species and 200 reptile and amphibian species. It is internationally important for the conservation of globally threatened and endangered mammal, bird and reptile species, among them 19 that are vulnerable, four that are endangered, and one that is critically endangered. The area contains substantial and important tropical forest ecosystems, which can provide a viable habitat for the long-term survival of these species. "
591,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Asia and the Pacific,Thailand,"Lat: 15.33333, Lon: 98.91667",1991,0,,,Natural,622200,th,tha," Stretching over more than 600,000 ha along the Myanmar border, the sanctuaries, which are relatively intact, contain examples of almost all the forest types of continental South-East Asia. They are home to a very diverse array of animals, including 77% of the large mammals (especially elephants and tigers), 50% of the large birds and 33% of the land vertebrates to be found in this region. "
1140,"Koutammakou, the Land of the Batammariba",Africa,Togo,"Lat: 10.06666667, Lon: 1.133333333",2004,0,,,Cultural,50000,tg,tgo," The Koutammakou landscape in north-eastern Togo, which extends into neighbouring Benin, is home to the Batammariba whose remarkable mud tower-houses (Takienta) have come to be seen as a symbol of Togo. In this landscape, nature is strongly associated with the rituals and beliefs of society. The 50,000-ha cultural landscape is remarkable due to the architecture of its tower-houses which are a reflection of social structure; its farmland and forest; and the associations between people and landscape. Many of the buildings are two storeys high and those with granaries feature an almost spherical form above a cylindrical base. Some of the buildings have flat roofs, others have conical thatched roofs. They are grouped in villages, which also include ceremonial spaces, springs, rocks and sites reserved for initiation ceremonies. "
8,Ichkeul National Park,Arab States,Tunisia,"Lat: 37.16361, Lon: 9.67472",1980,0,,2006,Natural,12600,tn,tun," The Ichkeul lake and wetland are a major stopover point for hundreds of thousands of migrating birds, such as ducks, geese, storks and pink flamingoes, who come to feed and nest there. Ichkeul is the last remaining lake in a chain that once extended across North Africa. "
36,Medina of Tunis,Arab States,Tunisia,"Lat: 36.81667, Lon: 10.16667",1979,0,,,Cultural,296.41,tn,tun," Under the Almohads and the Hafsids, from the 12th to the 16th century, Tunis was considered one of the greatest and wealthiest cities in the Islamic world. Some 700 monuments, including palaces, mosques, mausoleums, madrasas and fountains, testify to this remarkable past. "
37,Archaeological Site of Carthage,Arab States,Tunisia,"Lat: 36.85278, Lon: 10.32333",1979,0,,,Cultural,616.02,tn,tun," Carthage was founded in the 9th century B.C. on the Gulf of Tunis. From the 6th century onwards, it developed into a great trading empire covering much of the Mediterranean and was home to a brilliant civilization. In the course of the long Punic wars, Carthage occupied territories belonging to Rome, which finally destroyed its rival in 146 B.C. A second &ndash; Roman &ndash; Carthage was then established on the ruins of the first. "
38,Amphitheatre of El Jem,Arab States,Tunisia,"Lat: 35.29639, Lon: 10.70694",1979,0,,,Cultural,1.37,tn,tun," The impressive ruins of the largest colosseum in North Africa, a huge amphitheatre which could hold up to 35,000 spectators, are found in the small village of El Jem. This 3rd-century monument illustrates the grandeur and extent of Imperial Rome. "
332,Punic Town of Kerkuane and its Necropolis,Arab States,Tunisia,"Lat: 36.94639, Lon: 11.09917",1985,0,,,Cultural,0.1119,tn,tun, This Phoenician city was probably abandoned during the First Punic War (c. 250 B.C.) and as a result was not rebuilt by the Romans. The remains constitute the only example of a Phoenicio-Punic city to have survived. The houses were built to a standard plan in accordance with a sophisticated notion of town planning. 
498,Medina of Sousse,Arab States,Tunisia,"Lat: 35.82778, Lon: 10.63861",1988,0,,,Cultural,31.68,tn,tun," Sousse was an important commercial and military port during the Aghlabid period (800&ndash;909) and is a typical example of a town dating from the first centuries of Islam. With its kasbah, ramparts, medina (with the Great Mosque), Bu Ftata Mosque and typical ribat (both a fort and a religious building), Sousse was part of a coastal defence system. "
499,Kairouan,Arab States,Tunisia,"Lat: 35.68167, Lon: 10.10389",1988,0,,,Cultural,68.02,tn,tun," Founded in 670, Kairouan flourished under the Aghlabid dynasty in the 9th century. Despite the transfer of the political capital to Tunis in the 12th century, Kairouan remained the Maghreb's principal holy city. Its rich architectural heritage includes the Great Mosque, with its marble and porphyry columns, and the 9th-century Mosque of the Three Gates. "
794,Dougga / Thugga,Arab States,Tunisia,"Lat: 36.42361, Lon: 9.22028",1997,0,,,Cultural,75,tn,tun," Before the Roman annexation of Numidia, the town of Thugga, built on an elevated site overlooking a fertile plain, was the capital of an important Libyco-Punic state. It flourished under Roman and Byzantine rule, but declined in the Islamic period. The impressive ruins that are visible today give some idea of the resources of a small Roman town on the fringes of the empire. "
356,Historic Areas of Istanbul,Europe and North America,Turkey,"Lat: 41.00847, Lon: 28.97993",1985,0,,,Cultural,765.5,tr,tur," With its strategic location on the Bosphorus peninsula between the Balkans and Anatolia, the Black Sea and the Mediterranean, Istanbul has been associated with major political, religious and artistic events for more than 2,000 years. Its masterpieces include the ancient Hippodrome of Constantine, the 6th-century Hagia Sophia and the 16th-century Süleymaniye Mosque, all now under threat from population pressure, industrial pollution and uncontrolled urbanization. "
